Maskapai,Tanggal_Perjalanan,Waktu_Berangkat,Waktu_Tiba,Durasi_Penerbangan,Jumlah_Transit,Informasi_Tambahan,Jarak_Km,Harga_Tiket
Lion Air,1/04/2019,14:25,16:55,2h 30m,non-stop,No info,1560.6966232595826,776781
Citilink,21/06/2019,17:45,20:05,2h 20m,non-stop,No info,1358.3607154263375,669402
Batik Air,24/06/2019,12:00,19:15,7h 15m,2 stops,No info,2089.2676378593396,1776883
Batik Air,15/03/2019,08:50,15:15,6h 25m,1 stop,No info,1739.8021018961408,1621675
Sriwijaya Air,12/06/2019,17:00,20:20 13 Jun,27h 20m,1 stop,No info,1560.6966232595826,1504618
Garuda Indonesia,3/06/2019,19:30,04:25 04 Jun,8h 55m,2 stops,In-flight meal not included,2089.2676378593396,1929485
Batik Air,27/06/2019,07:05,09:25 28 Jun,26h 20m,2 stops,No info,2089.2676378593396,2042448
Transit Maskapai,9/05/2019,07:30,21:00,13h 30m,1 stop,No info,2089.2676378593396,1427387
Transit Maskapai,15/05/2019,18:00,01:30 16 May,7h 30m,1 stop,No info,2089.2676378593396,1502385
Garuda Indonesia,12/03/2019,22:55,10:45 13 Mar,11h 50m,1 stop,No info,1739.8021018961408,2571344
Lion Air,9/04/2019,19:20,23:45,4h 25m,1 stop,No info,1560.6966232595826,665121
Garuda Indonesia,9/05/2019,21:50,04:25 10 May,6h 35m,1 stop,No info,2089.2676378593396,2894599
Batik Air,27/03/2019,21:00,19:15 28 Mar,22h 15m,1 stop,No info,2089.2676378593396,1245381
Citilink,15/06/2019,22:45,00:15 16 Jun,1h 30m,non-stop,No check-in baggage included,621.4628500760243,365686
Lion Air,24/06/2019,20:05,21:40,1h 35m,non-stop,No info,621.4628500760243,414445
Lion Air,9/06/2019,14:45,17:05,2h 20m,non-stop,No info,1358.3607154263375,669402
Garuda Indonesia,6/06/2019,14:00,04:25 07 Jun,14h 25m,1 stop,No info,2089.2676378593396,2738275
Citilink,9/03/2019,17:15,19:45,2h 30m,non-stop,No info,1560.6966232595826,860154
Garuda Indonesia,1/05/2019,05:30,04:25 02 May,22h 55m,2 stops,No info,2089.2676378593396,2815507
Lion Air,15/06/2019,22:05,00:25 16 Jun,2h 20m,non-stop,No info,1358.3607154263375,982050
Transit Maskapai,27/03/2019,09:00,18:50,9h 50m,1 stop,No info,2089.2676378593396,2171229
Garuda Indonesia,9/06/2019,17:00,19:10 10 Jun,26h 10m,1 stop,In-flight meal not included,1560.6966232595826,1961308
Garuda Indonesia,9/05/2019,20:25,14:25 10 May,18h,1 stop,No info,1560.6966232595826,2134009
Batik Air,12/06/2019,17:20,09:25 13 Jun,16h 5m,1 stop,No info,2089.2676378593396,1392028
Super Air Jet,24/04/2019,20:55,23:40,2h 45m,non-stop,No info,1750.1147624132104,636276
Lion Air,27/06/2019,10:35,01:30 28 Jun,14h 55m,1 stop,No info,2089.2676378593396,1057792
Lion Air,12/06/2019,18:05,23:30,5h 25m,1 stop,No info,1560.6966232595826,1157170
Garuda Indonesia,12/06/2019,20:00,04:40 13 Jun,8h 40m,1 stop,In-flight meal not included,1560.6966232595826,1295070
Sriwijaya Air,12/06/2019,19:30,22:15,2h 45m,non-stop,No info,1750.1147624132104,907796
Batik Air,1/04/2019,07:00,05:25 02 Apr,22h 25m,2 stops,No info,1560.6966232595826,2273956
Garuda Indonesia,21/05/2019,20:25,09:45 22 May,13h 20m,1 stop,In-flight meal not included,1560.6966232595826,2304662
Garuda Indonesia,15/06/2019,11:00,14:15,3h 15m,non-stop,In-flight meal not included,2089.2676378593396,1340292
Citilink,1/06/2019,17:10,19:40,2h 30m,non-stop,No info,1560.6966232595826,776781
Batik Air,12/05/2019,15:00,16:25,1h 25m,non-stop,No info,621.4628500760243,576910
Garuda Indonesia,21/03/2019,08:55,15:15,6h 20m,1 stop,In-flight meal not included,1739.8021018961408,1457535
Transit Maskapai,9/06/2019,14:55,22:30,7h 35m,1 stop,No info,2089.2676378593396,1251150
Batik Air,6/06/2019,08:20,07:55 07 Jun,23h 35m,2 stops,No info,1560.6966232595826,1990712
Citilink,1/06/2019,22:20,00:40 02 Jun,2h 20m,non-stop,No check-in baggage included,1560.6966232595826,714810
Batik Air,1/04/2019,16:45,12:00 02 Apr,19h 15m,2 stops,No info,1560.6966232595826,1846112
Lion Air,01/03/2019,18:25,21:20,2h 55m,non-stop,No info,1739.8021018961408,2353979
Lion Air,6/06/2019,11:25,21:00,9h 35m,1 stop,No info,2089.2676378593396,1133907
Garuda Indonesia,27/05/2019,05:30,04:25 28 May,22h 55m,2 stops,No info,2089.2676378593396,2815507
Garuda Indonesia,27/04/2019,17:45,20:45,3h,non-stop,In-flight meal not included,1750.1147624132104,845638
Batik Air,27/03/2019,14:15,16:45,2h 30m,non-stop,No info,1560.6966232595826,962137
Lion Air,9/06/2019,02:35,04:05,1h 30m,non-stop,No info,621.4628500760243,512519
Batik Air,12/06/2019,13:55,15:25,1h 30m,non-stop,No info,621.4628500760243,576910
Batik Air,1/04/2019,16:45,23:15 02 Apr,30h 30m,2 stops,No info,1560.6966232595826,1719006
Transit Maskapai,15/06/2019,13:00,01:30 16 Jun,12h 30m,1 stop,No info,2089.2676378593396,1339548
Garuda Indonesia,1/06/2019,11:30,12:35 02 Jun,25h 5m,1 stop,In-flight meal not included,2089.2676378593396,1909758
Citilink,27/03/2019,15:55,21:55,6h,1 stop,No info,2089.2676378593396,951157
Batik Air,27/06/2019,22:00,19:15 28 Jun,21h 15m,2 stops,No info,2089.2676378593396,1943070
Transit Maskapai,1/06/2019,08:45,19:15,10h 30m,1 stop,No info,2089.2676378593396,1909572
Lion Air,9/03/2019,19:35,21:55,2h 20m,non-stop,No info,1358.3607154263375,1171872
Transit Maskapai,15/06/2019,03:50,19:00,15h 10m,1 stop,No info,2089.2676378593396,2268931
Lion Air,15/06/2019,10:10,13:00,2h 50m,non-stop,No info,1750.1147624132104,733792
Garuda Indonesia,27/05/2019,05:30,12:35,7h 5m,2 stops,No info,2089.2676378593396,3028591
Garuda Indonesia,21/05/2019,07:05,12:35,5h 30m,1 stop,In-flight meal not included,2089.2676378593396,2400318
Citilink,15/05/2019,05:55,08:35,2h 40m,non-stop,No info,1750.1147624132104,616177
Transit Maskapai,21/05/2019,04:55,12:35,7h 40m,1 stop,No info,2089.2676378593396,1694068
Lion Air,15/03/2019,22:10,00:55 16 Mar,2h 45m,non-stop,No info,1560.6966232595826,771943
Lion Air,9/06/2019,15:30,18:05,2h 35m,non-stop,No info,1560.6966232595826,972186
Lion Air,9/05/2019,04:40,07:15,2h 35m,non-stop,No info,1560.6966232595826,894024
Lion Air,6/06/2019,19:35,21:55,2h 20m,non-stop,No info,1358.3607154263375,669402
Lion Air,27/06/2019,11:30,14:05,2h 35m,non-stop,No info,1560.6966232595826,894024
Garuda Indonesia,6/05/2019,10:20,11:50,1h 30m,non-stop,In-flight meal not included,621.4628500760243,929570
Citilink,9/04/2019,09:00,11:25,2h 25m,non-stop,No info,1560.6966232595826,720765
Garuda Indonesia,1/06/2019,15:00,04:25 02 Jun,13h 25m,1 stop,In-flight meal not included,2089.2676378593396,1909758
Garuda Indonesia,18/06/2019,19:35,21:05,1h 30m,non-stop,In-flight meal not included,621.4628500760243,597381
Super Air Jet,9/06/2019,07:30,13:35,6h 5m,1 stop,No info,2089.2676378593396,1167964
Garuda Indonesia,09/03/2019,21:25,08:15 13 Mar,10h 50m,1 stop,In-flight meal not included,1739.8021018961408,1699837
Garuda Indonesia,12/03/2019,18:55,13:15 13 Mar,18h 20m,1 stop,In-flight meal not included,1739.8021018961408,2063291
Garuda Indonesia,1/05/2019,14:05,04:40 02 May,14h 35m,1 stop,No info,1560.6966232595826,2594420
Batik Air,3/06/2019,05:10,08:00,2h 50m,non-stop,No info,2089.2676378593396,967906
Lion Air,24/04/2019,05:05,16:10,11h 5m,1 stop,No info,2089.2676378593396,1148423
AirAsia Indonesia,1/03/2019,19:35,22:05,2h 30m,non-stop,No info,1560.6966232595826,1109900
Garuda Indonesia,27/05/2019,19:10,19:00 28 May,23h 50m,2 stops,No info,2089.2676378593396,2815507
Garuda Indonesia,18/05/2019,09:40,12:35 19 May,26h 55m,2 stops,In-flight meal not included,2089.2676378593396,2424697
Garuda Indonesia,27/05/2019,08:20,11:20,3h,non-stop,In-flight meal not included,1750.1147624132104,749983
Super Air Jet,18/05/2019,16:40,00:15 19 May,7h 35m,1 stop,No info,1560.6966232595826,1970055
Batik Air,6/03/2019,11:35,19:25 07 Mar,31h 50m,2 stops,No info,621.4628500760243,3336029
Garuda Indonesia,6/06/2019,11:00,14:15,3h 15m,non-stop,No info,2089.2676378593396,1779860
Garuda Indonesia,15/05/2019,10:20,17:35,7h 15m,1 stop,No info,1560.6966232595826,1554866
Transit Maskapai,6/06/2019,10:20,01:30 07 Jun,15h 10m,1 stop,No info,2089.2676378593396,1264550
Batik Air,15/05/2019,13:30,08:15 16 May,18h 45m,1 stop,No info,2089.2676378593396,1985873
Batik Air,27/03/2019,13:20,07:40 28 Mar,18h 20m,2 stops,No info,2089.2676378593396,1894126
Sriwijaya Air,12/06/2019,07:10,09:05 13 Jun,25h 55m,1 stop,No info,1560.6966232595826,1475215
Batik Air,18/05/2019,13:55,15:25,1h 30m,non-stop,No info,621.4628500760243,576910
Batik Air,6/03/2019,19:45,19:15 07 Mar,23h 30m,2 stops,No info,2089.2676378593396,2353421
Lion Air,6/03/2019,05:05,10:05,5h,1 stop,No info,2089.2676378593396,1469073
Lion Air,24/06/2019,01:30,04:15,2h 45m,non-stop,No info,1750.1147624132104,733792
Transit Maskapai,9/05/2019,11:25,19:15,7h 50m,1 stop,No info,2089.2676378593396,1409708
Garuda Indonesia,6/03/2019,05:25,19:45 07 Mar,38h 20m,2 stops,No info,2089.2676378593396,3147695
Sriwijaya Air,24/06/2019,14:40,17:50,3h 10m,non-stop,No info,2089.2676378593396,1156798
Lion Air,21/05/2019,17:05,22:15,5h 10m,1 stop,No info,2089.2676378593396,1143957
Lion Air,15/05/2019,17:30,01:30 16 May,8h,1 stop,No info,2089.2676378593396,1298792
Batik Air,27/05/2019,18:05,21:10,3h 5m,non-stop,No info,2089.2676378593396,1134093
Garuda Indonesia,27/03/2019,20:50,04:25 28 Mar,7h 35m,1 stop,No info,2089.2676378593396,2278236
Batik Air,12/06/2019,12:00,21:50,9h 50m,2 stops,No info,1560.6966232595826,1752318
Batik Air,21/03/2019,13:15,09:25 22 Mar,20h 10m,2 stops,No info,2089.2676378593396,1322613
Garuda Indonesia,9/06/2019,21:25,19:00 10 Jun,21h 35m,2 stops,No info,2089.2676378593396,2473641
Lion Air,3/03/2019,07:55,10:15,2h 20m,non-stop,No info,1358.3607154263375,1357600
Lion Air,18/04/2019,00:30,03:25,2h 55m,non-stop,No info,1750.1147624132104,823120
Lion Air,24/03/2019,23:30,02:20 28 Mar,2h 50m,non-stop,No info,1739.8021018961408,1059653
Garuda Indonesia,24/03/2019,05:45,10:25,4h 40m,1 stop,In-flight meal not included,1739.8021018961408,1516157
Transit Maskapai,27/05/2019,13:00,01:30 28 May,12h 30m,1 stop,No info,2089.2676378593396,2489460
Garuda Indonesia,06/03/2019,14:05,00:45 07 Mar,10h 40m,1 stop,In-flight meal not included,1739.8021018961408,2512722
Garuda Indonesia,9/03/2019,05:40,04:25 10 Mar,22h 45m,2 stops,In-flight meal not included,2089.2676378593396,2561480
Garuda Indonesia,6/06/2019,17:00,09:45 07 Jun,16h 45m,1 stop,No info,1560.6966232595826,2361981
Lion Air,18/05/2019,17:15,19:50,2h 35m,non-stop,No info,1560.6966232595826,894024
Garuda Indonesia,1/04/2019,08:25,09:20 02 Apr,24h 55m,1 stop,In-flight meal not included,1560.6966232595826,1314610
Garuda Indonesia,24/06/2019,07:05,12:35,5h 30m,1 stop,No info,2089.2676378593396,2777356
Lion Air,1/03/2019,15:20,17:55,2h 35m,non-stop,No info,1560.6966232595826,1221746
Batik Air,18/05/2019,16:40,19:15 19 May,26h 35m,2 stops,No info,2089.2676378593396,1835504
Lion Air,6/03/2019,16:00,21:00,5h,1 stop,No info,2089.2676378593396,1437622
Batik Air,15/05/2019,22:00,19:15 16 May,21h 15m,2 stops,No info,2089.2676378593396,2099394
Garuda Indonesia,21/05/2019,19:35,21:05,1h 30m,non-stop,In-flight meal not included,621.4628500760243,597381
Batik Air,1/05/2019,19:00,04:40 02 May,9h 40m,1 stop,No info,1560.6966232595826,1138374
Garuda Indonesia,24/06/2019,16:00,04:25 25 Jun,12h 25m,1 stop,In-flight meal not included,2089.2676378593396,1909758
Lion Air,1/04/2019,04:00,06:50,2h 50m,non-stop,No info,1750.1147624132104,733792
Garuda Indonesia,12/06/2019,18:55,04:40 13 Jun,9h 45m,1 stop,No info,1560.6966232595826,2340394
AirAsia Indonesia,21/04/2019,07:55,13:25,5h 30m,1 stop,No info,2089.2676378593396,1386817
Garuda Indonesia,1/05/2019,06:30,16:20,9h 50m,1 stop,No info,1560.6966232595826,2750744
Batik Air,12/06/2019,09:10,13:15,4h 5m,1 stop,No info,1560.6966232595826,1674156
Batik Air,6/03/2019,13:30,08:15 07 Mar,18h 45m,1 stop,No info,2089.2676378593396,2151874
Lion Air,09/03/2019,04:00,06:50,2h 50m,non-stop,No info,1739.8021018961408,889000
Lion Air,9/04/2019,15:30,18:05,2h 35m,non-stop,No info,1560.6966232595826,776781
Citilink,6/06/2019,17:10,19:40,2h 30m,non-stop,No check-in baggage included,1560.6966232595826,714810
Garuda Indonesia,24/06/2019,18:20,04:25 25 Jun,10h 5m,2 stops,No info,2089.2676378593396,2563528
Batik Air,27/03/2019,17:20,09:25 28 Mar,16h 5m,1 stop,No info,2089.2676378593396,952274
Garuda Indonesia,15/06/2019,19:35,21:05,1h 30m,non-stop,No info,621.4628500760243,1056676
Garuda Indonesia,1/04/2019,14:00,19:00,5h,1 stop,In-flight meal not included,2089.2676378593396,963440
Citilink,9/05/2019,17:55,22:50,4h 55m,1 stop,No info,2089.2676378593396,1111948
Lion Air,03/03/2019,00:40,03:25,2h 45m,non-stop,No info,1739.8021018961408,1276646
Lion Air,18/05/2019,09:35,12:20,2h 45m,non-stop,No info,1560.6966232595826,894024
Transit Maskapai,27/06/2019,11:30,01:30 28 Jun,14h,1 stop,No info,2089.2676378593396,2489460
Batik Air,21/05/2019,10:00,19:15,9h 15m,1 stop,No info,2089.2676378593396,1558029
Transit Maskapai,1/06/2019,09:00,21:00,12h,1 stop,No info,2089.2676378593396,1476331
Lion Air,15/05/2019,06:25,07:55,1h 30m,non-stop,No info,621.4628500760243,753519
Batik Air,03/03/2019,10:00,12:45,2h 45m,non-stop,No info,1739.8021018961408,2125820
Garuda Indonesia,15/05/2019,18:55,16:20 16 May,21h 25m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Garuda Indonesia,21/03/2019,09:40,04:25 23 Mar,42h 45m,2 stops,No info,2089.2676378593396,2385616
Citilink,18/04/2019,21:10,00:05 19 Apr,2h 55m,non-stop,No info,1750.1147624132104,1046068
Batik Air,9/05/2019,17:00,19:45,2h 45m,non-stop,No info,1750.1147624132104,972931
Garuda Indonesia,27/03/2019,05:25,19:45 28 Mar,38h 20m,2 stops,In-flight meal not included,2089.2676378593396,1722169
Lion Air,1/05/2019,06:25,07:55,1h 30m,non-stop,No info,621.4628500760243,817351
Garuda Indonesia,21/03/2019,10:20,11:50,1h 30m,non-stop,No info,621.4628500760243,1496244
AirAsia Indonesia,27/04/2019,11:10,13:55,2h 45m,non-stop,No info,1750.1147624132104,834286
Batik Air,3/03/2019,09:45,09:25 04 Mar,23h 40m,2 stops,No info,2089.2676378593396,2374636
Garuda Indonesia,15/05/2019,15:15,18:10,2h 55m,non-stop,No info,1750.1147624132104,1345317
Sriwijaya Air,24/04/2019,07:00,09:40,2h 40m,non-stop,No info,1750.1147624132104,1005498
Batik Air,21/03/2019,07:00,19:15,12h 15m,1 stop,No info,2089.2676378593396,1476517
Super Air Jet,15/05/2019,23:30,07:45 16 May,8h 15m,1 stop,No info,1560.6966232595826,1292464
Citilink,6/04/2019,09:30,12:20,2h 50m,non-stop,No info,1750.1147624132104,823120
Garuda Indonesia,15/03/2019,07:10,08:35,1h 25m,non-stop,No info,621.4628500760243,1496244
Garuda Indonesia,9/05/2019,08:00,19:00,11h,1 stop,In-flight meal not included,2089.2676378593396,2121354
Garuda Indonesia,21/04/2019,11:00,14:15,3h 15m,non-stop,In-flight meal not included,2089.2676378593396,1340292
Transit Maskapai,9/05/2019,11:30,21:00,9h 30m,1 stop,No info,2089.2676378593396,2554595
Citilink,24/06/2019,17:55,22:50,4h 55m,1 stop,No info,2089.2676378593396,922498
Garuda Indonesia,3/06/2019,13:00,19:00,6h,1 stop,In-flight meal not included,2089.2676378593396,1909758
Citilink,3/04/2019,05:45,07:15,1h 30m,non-stop,No info,621.4628500760243,375364
Garuda Indonesia,27/03/2019,18:15,04:25 28 Mar,10h 10m,1 stop,No info,2089.2676378593396,2278236
Garuda Indonesia,1/03/2019,10:20,11:50,1h 30m,non-stop,No info,621.4628500760243,2023838
Garuda Indonesia,9/06/2019,14:05,20:45,6h 40m,1 stop,In-flight meal not included,1560.6966232595826,2018068
AirAsia Indonesia,3/06/2019,10:20,12:55,2h 35m,non-stop,No info,1560.6966232595826,820515
Batik Air,21/03/2019,06:55,23:20,16h 25m,1 stop,No info,1739.8021018961408,1300281
Garuda Indonesia,27/03/2019,05:40,04:25 28 Mar,22h 45m,2 stops,No info,2089.2676378593396,2246971
Transit Maskapai,6/06/2019,11:25,19:15,7h 50m,1 stop,No info,2089.2676378593396,1368579
Batik Air,3/06/2019,16:55,19:15 04 Jun,26h 20m,2 stops,No info,2089.2676378593396,2490204
Batik Air,15/06/2019,05:10,08:00,2h 50m,non-stop,No info,2089.2676378593396,967906
Garuda Indonesia,1/05/2019,16:30,12:00 02 May,19h 30m,1 stop,In-flight meal not included,1560.6966232595826,1798284
Batik Air,9/05/2019,18:05,21:10,3h 5m,non-stop,No info,2089.2676378593396,1134093
Garuda Indonesia,12/05/2019,11:00,14:15,3h 15m,non-stop,In-flight meal not included,2089.2676378593396,1340292
Sriwijaya Air,6/06/2019,17:45,20:05,2h 20m,non-stop,No info,1358.3607154263375,2229850
Garuda Indonesia,21/03/2019,07:00,16:10,9h 10m,1 stop,In-flight meal not included,1739.8021018961408,1457535
Batik Air,9/03/2019,11:40,13:55,2h 15m,non-stop,No info,1358.3607154263375,1454744
Garuda Indonesia,18/05/2019,13:00,19:00,6h,1 stop,In-flight meal not included,2089.2676378593396,2302615
Garuda Indonesia,18/05/2019,08:25,18:15,9h 50m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Garuda Indonesia,9/06/2019,06:45,12:35 10 Jun,29h 50m,2 stops,No info,2089.2676378593396,2489274
Transit Maskapai,27/06/2019,09:45,16:10,6h 25m,1 stop,No info,2089.2676378593396,1795121
Citilink,6/06/2019,22:20,00:40 07 Jun,2h 20m,non-stop,No check-in baggage included,1560.6966232595826,714810
Citilink,21/03/2019,16:35,22:50,6h 15m,1 stop,No info,2089.2676378593396,922498
Lion Air,9/03/2019,21:25,00:05 10 Mar,2h 40m,non-stop,No info,1560.6966232595826,771943
Garuda Indonesia,01/03/2019,22:50,05:05 02 Mar,6h 15m,1 stop,No info,1739.8021018961408,5004229
Garuda Indonesia,27/03/2019,19:10,19:45 28 Mar,24h 35m,2 stops,In-flight meal not included,2089.2676378593396,1644007
Lion Air,24/04/2019,02:00,07:45,5h 45m,1 stop,No info,2089.2676378593396,975350
Garuda Indonesia,27/05/2019,11:00,14:15,3h 15m,non-stop,In-flight meal not included,2089.2676378593396,1486753
Lion Air,12/06/2019,10:35,01:30 13 Jun,14h 55m,1 stop,No info,2089.2676378593396,1094826
AirAsia Indonesia,18/05/2019,06:50,10:30,3h 40m,1 stop,No info,1560.6966232595826,1276088
Citilink,15/03/2019,15:35,23:40,8h 5m,1 stop,No info,1739.8021018961408,1083474
Garuda Indonesia,9/06/2019,15:00,04:25 10 Jun,13h 25m,1 stop,In-flight meal not included,2089.2676378593396,1909758
Garuda Indonesia,12/06/2019,07:05,08:30,1h 25m,non-stop,In-flight meal not included,621.4628500760243,929570
Citilink,21/04/2019,09:30,12:20,2h 50m,non-stop,No info,1750.1147624132104,928825
Garuda Indonesia,06/03/2019,05:45,21:20,15h 35m,1 stop,No info,1739.8021018961408,3114570
Garuda Indonesia,12/06/2019,11:40,19:00,7h 20m,2 stops,No info,2089.2676378593396,3499424
Lion Air,1/06/2019,08:35,22:30,13h 55m,1 stop,No info,2089.2676378593396,1198856
Batik Air,18/03/2019,14:15,16:45,2h 30m,non-stop,No info,1560.6966232595826,962137
Citilink,18/03/2019,20:30,23:20,2h 50m,non-stop,No info,1739.8021018961408,814560
Garuda Indonesia,9/06/2019,11:00,14:15,3h 15m,non-stop,No info,2089.2676378593396,1779860
Citilink,27/06/2019,05:55,08:35,2h 40m,non-stop,No check-in baggage included,1750.1147624132104,664935
Garuda Indonesia,6/03/2019,17:30,19:45 07 Mar,26h 15m,1 stop,No info,2089.2676378593396,3168166
AirAsia Indonesia,21/05/2019,04:55,07:45,2h 50m,non-stop,No info,1750.1147624132104,629576
Garuda Indonesia,01/03/2019,14:05,20:20,6h 15m,1 stop,No info,1739.8021018961408,5209311
Garuda Indonesia,12/05/2019,08:20,11:20,3h,non-stop,No info,1750.1147624132104,1345317
Garuda Indonesia,15/03/2019,05:45,10:25,4h 40m,1 stop,In-flight meal not included,1739.8021018961408,1699837
Batik Air,21/06/2019,15:00,16:25,1h 25m,non-stop,No info,621.4628500760243,576910
Transit Maskapai,15/05/2019,09:00,21:00,12h,1 stop,No info,2089.2676378593396,2554595
Sriwijaya Air,1/04/2019,07:10,20:20,13h 10m,1 stop,No info,1560.6966232595826,1572917
Garuda Indonesia,3/06/2019,10:00,19:00,9h,1 stop,No info,2089.2676378593396,2738275
Garuda Indonesia,15/03/2019,09:45,15:55,6h 10m,1 stop,In-flight meal not included,1739.8021018961408,1354808
Batik Air,6/03/2019,13:30,16:55,3h 25m,2 stops,No info,621.4628500760243,3498122
Lion Air,3/06/2019,12:00,13:30,1h 30m,non-stop,No info,621.4628500760243,512519
AirAsia Indonesia,3/06/2019,22:50,01:20 04 Jun,2h 30m,non-stop,No info,1560.6966232595826,820515
Lion Air,27/04/2019,14:20,17:35,3h 15m,non-stop,No info,2089.2676378593396,934408
Garuda Indonesia,9/03/2019,06:30,08:00,1h 30m,non-stop,No info,621.4628500760243,1496244
Batik Air,15/06/2019,09:00,19:15,10h 15m,1 stop,No info,2089.2676378593396,1945489
Transit Maskapai,15/05/2019,03:50,12:35,8h 45m,1 stop,No info,2089.2676378593396,1897662
Batik Air,12/05/2019,06:10,08:55,2h 45m,non-stop,No info,1750.1147624132104,972931
Garuda Indonesia,9/06/2019,14:00,19:00,5h,1 stop,No info,2089.2676378593396,2738275
Batik Air,15/03/2019,06:10,08:55,2h 45m,non-stop,No info,1739.8021018961408,1354064
Lion Air,27/03/2019,02:35,08:30,5h 55m,1 stop,No info,2089.2676378593396,1438739
AirAsia Indonesia,18/05/2019,19:55,23:30,3h 35m,1 stop,No info,1560.6966232595826,1276088
Batik Air,18/06/2019,05:45,08:45,3h,non-stop,No info,1750.1147624132104,1295442
Garuda Indonesia,21/03/2019,10:45,04:25 22 Mar,17h 40m,2 stops,In-flight meal not included,2089.2676378593396,1449905
Lion Air,21/03/2019,10:10,13:00,2h 50m,non-stop,No info,1739.8021018961408,889000
Garuda Indonesia,9/03/2019,19:15,04:25 10 Mar,9h 10m,1 stop,No info,2089.2676378593396,3031383
Garuda Indonesia,1/04/2019,18:55,04:40 02 Apr,9h 45m,1 stop,No info,1560.6966232595826,2359934
Lion Air,27/04/2019,18:25,21:20,2h 55m,non-stop,No info,1750.1147624132104,897560
Garuda Indonesia,9/06/2019,09:40,12:35 10 Jun,26h 55m,2 stops,No info,2089.2676378593396,2421905
Garuda Indonesia,6/04/2019,07:05,19:00,11h 55m,1 stop,In-flight meal not included,2089.2676378593396,1006057
Transit Maskapai,15/05/2019,07:30,19:00,11h 30m,1 stop,No info,2089.2676378593396,1733522
Batik Air,9/05/2019,12:30,09:25 10 May,20h 55m,1 stop,No info,2089.2676378593396,1392028
Garuda Indonesia,18/03/2019,14:05,19:10,5h 5m,1 stop,No info,1739.8021018961408,2757072
Batik Air,24/03/2019,20:30,16:15 25 Mar,19h 45m,1 stop,No info,1560.6966232595826,2265395
Batik Air,15/03/2019,05:50,23:45,17h 55m,2 stops,No info,1739.8021018961408,1426270
Batik Air,6/06/2019,17:15,19:15 07 Jun,26h,2 stops,No info,2089.2676378593396,2377800
Transit Maskapai,27/05/2019,07:30,19:15,11h 45m,1 stop,No info,2089.2676378593396,1644566
Garuda Indonesia,1/05/2019,21:10,10:05 02 May,12h 55m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Garuda Indonesia,24/05/2019,06:30,19:50,13h 20m,1 stop,No info,1560.6966232595826,2711663
Lion Air,15/06/2019,07:30,21:00,13h 30m,1 stop,No info,2089.2676378593396,1133907
Lion Air,6/03/2019,08:35,16:10,7h 35m,1 stop,No info,2089.2676378593396,1398355
Lion Air,18/05/2019,14:25,17:40,3h 15m,non-stop,No info,2089.2676378593396,1119392
Garuda Indonesia,21/05/2019,10:00,04:25 22 May,18h 25m,1 stop,In-flight meal not included,2089.2676378593396,2400318
Batik Air,1/06/2019,19:00,19:15 02 Jun,24h 15m,1 stop,No info,2089.2676378593396,1636191
Lion Air,15/05/2019,08:30,11:20,2h 50m,non-stop,No info,1750.1147624132104,897560
Citilink,1/04/2019,05:55,08:35,2h 40m,non-stop,No check-in baggage included,1750.1147624132104,729326
Lion Air,1/05/2019,13:15,15:35,2h 20m,non-stop,No info,1358.3607154263375,669402
Citilink,21/05/2019,05:45,07:15,1h 30m,non-stop,No info,621.4628500760243,375364
AirAsia Indonesia,27/06/2019,23:55,02:45 28 Jun,2h 50m,non-stop,No info,1750.1147624132104,629576
Citilink,18/06/2019,22:45,00:15 19 Jun,1h 30m,non-stop,No check-in baggage included,621.4628500760243,365686
Garuda Indonesia,24/06/2019,02:15,12:35,10h 20m,1 stop,In-flight meal not included,2089.2676378593396,1909758
Garuda Indonesia,3/03/2019,16:00,04:25 04 Mar,12h 25m,1 stop,No info,2089.2676378593396,3207247
Garuda Indonesia,9/06/2019,20:00,04:40 10 Jun,8h 40m,1 stop,No info,1560.6966232595826,2638526
Lion Air,3/06/2019,02:00,07:25,5h 25m,1 stop,No info,2089.2676378593396,1048860
Lion Air,15/04/2019,18:55,21:50,2h 55m,non-stop,No info,1750.1147624132104,897560
Batik Air,21/05/2019,12:30,09:25 22 May,20h 55m,1 stop,No info,2089.2676378593396,1392028
Garuda Indonesia,9/06/2019,18:55,16:20 10 Jun,21h 25m,1 stop,No info,1560.6966232595826,2711663
Lion Air,1/03/2019,09:10,10:40,1h 30m,non-stop,No info,621.4628500760243,2605214
Garuda Indonesia,18/05/2019,20:25,21:05 19 May,24h 40m,1 stop,No info,1560.6966232595826,2633501
Batik Air,1/05/2019,21:05,23:55,2h 50m,non-stop,No info,1750.1147624132104,1139118
Citilink,24/05/2019,08:20,10:35,2h 15m,non-stop,No check-in baggage included,1358.3607154263375,659352
Batik Air,18/05/2019,19:45,19:15 19 May,23h 30m,2 stops,No info,2089.2676378593396,1982151
Garuda Indonesia,21/05/2019,23:05,04:25 23 May,29h 20m,2 stops,No info,2089.2676378593396,2815507
Lion Air,24/06/2019,07:15,12:30,5h 15m,1 stop,No info,2089.2676378593396,1224910
Garuda Indonesia,27/05/2019,05:30,12:35,7h 5m,2 stops,In-flight meal not included,2089.2676378593396,2892738
